Either side of entrance to Mallacoota Inlet,"Australian salmon, tailor",Tick: Fishing is allowed,-37.603927,149.430387,Croajingolong National Park
Mouth of Betka River,"Australian salmon, tailor",Tick: Fishing is allowed,-37.511644,149.572443,Cape Howe Marine National Park
Betka River estuary and upstream,"flathead, bream, estuary perch",Tick: Fishing is allowed,-37.511644,149.572443,Cape Howe Marine National Park
Mallacoota boat ramp ,luderick,Tick: Fishing is allowed,-37.550424,149.756465,Cape Howe Marine National Park
John Bull Light,"flathead, snapper, bream",Tick: Fishing is allowed,-37.5397222,149.7730556,Cape Howe Marine National Park
Genoa River,"bream, estuary perch, bass",Tick: Fishing is allowed,-37.357113,149.431026,Coopracambara national Park
Wallagaraugh River,"bream, estuary perch, bass",Tick: Fishing is allowed,-37.4727002,149.742117,Cape Howe Marine National Park
Offshore Mallacoota,"tuna, marlin, flathead, gummy shark, snapper",Tick: Fishing is allowed,-37.550707,149.755678,Cape Howe Marine National Park
Tullaberga Island,"Australian salmon, tailor, yellowtail kingfish, gummy shark",Tick: Fishing is allowed,-37.5564029,149.845039,Cape Howe Marine National Park
Gabo Island,"Australian salmon, tailor, yellowtail kingfish, gummy shark",Tick: Fishing is allowed,-37.5649117,149.913257,Cape Howe Marine National Park
Tamboon Inlet,"flathead, bream, snapper, whiting, silver trevally, estuary perch",Tick: Fishing is allowed,-37.7577728,149.1300092,Croajingolong National Park
Bemm River,"flathead, bream, bass, estuary perch",Tick: Fishing is allowed,-37.761624,148.961621,Croajingolong National Park
Bobs Bay,bream,Tick: Fishing is allowed,-37.7533325,148.9618008,Croajingolong National Park
The Mahoganys,bream,Tick: Fishing is allowed,-37.7772214,148.9853722,Croajingolong National Park
Pelican Point,bream,Tick: Fishing is allowed,-37.565549,149.149239,Croajingolong National Park
Surf beach at mouth to Sydenham Inlet,"Tailor, AustralianSalmon, gummy shark",Tick: Fishing is allowed,-37.7333299,148.9824904,Croajingolong National Park
Wingam Inlet,various,Tick: Fishing is allowed,-37.7406899,149.498195,Croajingolong National Park
Snowy River - inlet and adjacent estuaries,"bream, estuary perch, luderick, bass, prawns",Tick: Fishing is allowed,-36.431495,148.62828,Outside SE Victoria
"Snowy River mouth, Frenchs Narrows",flathead,Tick: Fishing is allowed,-36.431495,148.62828,Outside SE Victoria
Snowy River mouth - surf,"mulloway, flathead, Australian salmon",Tick: Fishing is allowed,-36.431495,148.62828,Outside SE Victoria
Cape Conran,"flathead, Australian salmon, tailor, gummy shark",Tick: Fishing is allowed,-37.7927389,148.7188591,Croajingolong National Park
Yeerung River estuary,"bream, mullet, trevally, estuary perch",Tick: Fishing is allowed,-37.784956,148.768668,Croajingolong National Park
Devils Hole,"flathead, luderick, bream",Tick: Fishing is allowed,-37.766408,148.128477,Gippsland Lakes Coastal park
Toorloo Arm upstream towards Burnt Bridge,"garfish, bream, flathead",Tick: Fishing is allowed,-37.794356,147.9111965,Gippsland Lakes Coastal park
The Narrows ,"snapper, Australian salmon, mulloway",Tick: Fishing is allowed,-37.7987243,148.5768984,Croajingolong National Park
Tambo River,"bream, luderick, flathead, mulloway",Tick: Fishing is allowed,-37.784494,147.842995,Gippsland Lakes Coastal park
Ingoldsby,"whiting, snapper, Australian salmon, yellowtail kingfish, snook, pike",Cross: Fishing not allowed,-38.4105547,144.1487452,Great Ocean Drive
Anglesea River,"bream, estuary perch, mullet, Australian salmon, trevally",Tick: Fishing is allowed,-38.405443,144.186097,Great Ocean Drive
Urquhart Bluff,Australian salmon,Tick: Fishing is allowed,-38.4364261,144.1292186,Great Ocean Drive
Nathan's Point,"snapper, whiting, Australian salmon",Tick: Fishing is allowed,-37.876985,144.730771,Melbourne
Aireys Inlet ? Eagle Rock,"snapper, whiting, Australian",Cross: Fishing not allowed,-38.2901641,144.3774968,Great Ocean Drive
Aireys Inlet ? 1 km out from lighthouse,snapper,Tick: Fishing is allowed,-38.469005,144.103648,Great Ocean Drive
Aireys Inlet - near lighthouse,"mullet, Australian salmon",Cross: Fishing not allowed,-38.465924,144.106899,Great Ocean Drive
Painkalac Creek,"bream, estuary perch",Tick: Fishing is allowed,-38.459747,144.097645,Great Ocean Drive
Channel past Fairhaven Life Saving Club,"Australian salmon, gummy shark",Tick: Fishing is allowed,-38.4683913,144.0820026,Great Ocean Drive
Moggs Creek,Australian salmon,Tick: Fishing is allowed,-38.456111,144.066944,Great Ocean Drive
Moggs Creek estuary,bream,Tick: Fishing is allowed,-38.46915,144.064905,Great Ocean Drive
Moggs Ledge,snapper,Tick: Fishing is allowed,-38.46915,144.064905,Great Ocean Drive
"She-oak Creek, south-west of Lorne","Australian salmon, snapper, whiting",Tick: Fishing is allowed,-38.5232611,143.8483051,Great Ocean Drive
Cumberland River estuary,"mullet, Australian salmon",Tick: Fishing is allowed,-38.5736271,143.9466078,Great Ocean Drive
Artillery Rocks,"snapper, whiting, Australian salmon",Tick: Fishing is allowed,-37.8417322,144.8971668,Melbourne
Wye River estuary,"bream, mullet, Australian salmon",Tick: Fishing is allowed,-38.6328825,143.8422503,Great Ocean Drive
Kennett River,"bream, mullet, Australian salmon",Tick: Fishing is allowed,-38.666311,143.858528,Great Ocean Drive
Carisbrook Creek,"bream, mullet, Australian salmon",Tick: Fishing is allowed,-38.628733,143.7582597,Great Ocean Drive
Skenes Creek,"bream, mullet, Australian salmon",Tick: Fishing is allowed,-38.710105,143.710977,Great Ocean Drive
Coastal rock platforms Kennett River to Skenes Creek,"whiting, snapper, Australian salmon, garfish",Tick: Fishing is allowed,-38.6419852,143.7345386,Great Ocean Drive
Reef 1.5 km off Cape Patton,snapper,Tick: Fishing is allowed,-38.692798,143.833333,Great Ocean Drive
Offshore from White Crests Guest House,"snapper, trevally",Tick: Fishing is allowed,-38.3445752,144.7131469,Mornington Peninsula
Parker River,"whiting, Australian salmon, snapper, garfish",Tick: Fishing is allowed,-38.7865076,143.553972,Great Ocean Drive
Loutit Bay,"gummy shark, snapper, Australian salmon",Tick: Fishing is allowed,-38.50302,144.005417,Great Ocean Drive
Lorne Pier,"mullet, garfish, trevally, Australian salmon, barracouta",Tick: Fishing is allowed,-38.547326,143.985985,Great Ocean Drive
Point Grey,"whiting, garfish",Tick: Fishing is allowed,-38.547326,143.985985,Great Ocean Drive
Erskine River - lower reaches,"mullet, Australian salmon, trevally, bream, estuary perch",Tick: Fishing is allowed,-38.53537,143.975145,Great Ocean Drive
St George River estuary,"mullet, Australian salmon",Tick: Fishing is allowed,-38.5532518,143.9715618,Great Ocean Drive
Apollo Bay beach ,various,Tick: Fishing is allowed,-38.760409,143.678841,Great Ocean Drive
Barham River upstream,"bream, estuary perch, brown trout",Tick: Fishing is allowed,-38.742161,143.624361,Great Ocean Drive
Boat harbour at Apollo Bay,"barracouta, Australian salmon, trevally, flathead",Tick: Fishing is allowed,-38.759009,143.6726171,Great Ocean Drive
Apollo Bay jetties,"mackerel, trevally, barracouta, warehou",Tick: Fishing is allowed,-38.765567,143.66957,Great Ocean Drive
Mounts Bay,"Australian salmon, trevally, whiting",Tick: Fishing is allowed,-38.770019,143.6629472,Great Ocean Drive
Marengo Beach,whiting,Tick: Fishing is allowed,-38.783747,143.658521,Great Ocean Drive
Rifle Butts,"garfish, sweep",Tick: Fishing is allowed,-38.348337,143.869233,Great Ocean Drive
Beach east side of Aire River,"Australian salmon, mulloway, gummy shark, snapper",Tick: Fishing is allowed,-38.781426,143.4355125,Great Ocean Drive
Johanna surf beach,Australian salmon,Tick: Fishing is allowed,-38.7624161,143.3789849,Great Ocean Drive
Princetown,"mullet, bream, Australian salmon",Tick: Fishing is allowed,-38.65517,143.103329,Great Ocean Drive
Gibsons Steps,"Australian salmon, gummy shark, snapper",Tick: Fishing is allowed,-38.668457,143.1099273,Great Ocean Drive
Port Campbell Bay channel,"snapper, whiting",Tick: Fishing is allowed,-38.622937,142.985401,Great Ocean Drive
Curdies River at Peterborough ,"bream, Australian salmon, mullet",Tick: Fishing is allowed,-38.447425,142.922885,Great Ocean Drive
Peterborough Bay,whiting,Tick: Fishing is allowed,-38.5986146,142.859568,Great Ocean Drive
Hopkins River estuary,"bream, estuary perch, mulloway, mullet, luderick",Tick: Fishing is allowed,-38.3214975,142.6293633,Great Ocean Drive
Lady Bay Breakwater,"whiting, garfish ",Tick: Fishing is allowed,-38.3970302,142.4704269,Great Ocean Drive
Logans Beach,"Australian salmon, mullet",Tick: Fishing is allowed,-38.4036895,142.5187468,Great Ocean Drive
Levys Beach,"Australian salmon, mullet",Tick: Fishing is allowed,-38.374827,142.428495,Great Ocean Drive
Thunder Point,"snook, sweep, pike, yellowtail kingfish",Cross: Fishing not allowed,-38.3953688,142.4588887,Great Ocean Drive
Moyne River estuary,"mullet, bream, Australian salmon, trevally, luderick, mulloway",Tick: Fishing is allowed,-38.325032,142.052781,Port Fairy
Breakwater,"Australian salmon, bream, snapper",Tick: Fishing is allowed,-38.176954,144.36111,Geelong
The Cutting to Killarney Beach,"whiting, salmon, yelloweye mullet",Tick: Fishing is allowed,-38.3583429,142.3116168,Port Fairy
Reef off Basin Point,"snapper, yellowtail kingfish",Tick: Fishing is allowed,-38.3583429,142.3116168,Port Fairy
Killarney Beach,"King George whiting, snapper, silver trevally, Australian salmon",Tick: Fishing is allowed,-38.3583429,142.3116168,Port Fairy
Portland Harbour to Fitzroy River,shark,Tick: Fishing is allowed,-38.248117,141.774919,Portland
Around Portland ,"whiting, snapper, flathead",Tick: Fishing is allowed,-38.3469949,141.6053436,Portland
Minerva Reef,snapper,Tick: Fishing is allowed,-38.1367129,144.3535524,Geelong
Point Danger,"whiting, sweep",Tick: Fishing is allowed,-38.3936752,141.6461706,Portland
Around Lawrence Rocks,"long-finned pike, sweep, yellowtail kingfish",Tick: Fishing is allowed,-38.416612,141.5966259,Portland
Cape Nelson,"sweep, yellowtail kingfish",Tick: Fishing is allowed,-38.418812,141.525449,Portland
Yambuk ,"Australian salmon, snapper",Tick: Fishing is allowed,-38.3226617,141.9956343,Port Fairy
Mills Reef,"snook, yellowtail kingfish, sweep",Tick: Fishing is allowed,-43.323605,147.240267,Hobart
Yambuk Lake,"mullet, bream",Tick: Fishing is allowed,-38.3386985,142.0525012,Port Fairy
Butchers Jetty,"mullet, bream",Tick: Fishing is allowed,-37.9383521,144.9620587,Melbourne
Around Lady Julia Percy Island,"yellowtail kingfish, trevally, sweep, warehou, bluefin tuna, snapper, morwong",Tick: Fishing is allowed,-38.41851,141.9951048,Port Fairy
Off Surrey River mouth 400 - 500m out,"snapper, mulloway",Tick: Fishing is allowed,-38.2557587,141.6672686,Portland
Surrey River,"bream, mullet, Australian salmon",Tick: Fishing is allowed,-38.25576,141.6847782,Portland
Fitzroy River,"bream, mullet, Australian salmon",Tick: Fishing is allowed,-38.248325,141.775663,Portland
Fitzroy River beach,"gummy shark, salmon, snapper",Tick: Fishing is allowed,-38.2491762,141.774413,Portland
Shelly Beach west of Portland ,snapper,Tick: Fishing is allowed,-38.3860285,142.4328545,Great Ocean Drive
Bishops Rock,various,Tick: Fishing is allowed,-38.3597352,141.4418436,Portland
Waratah Bay,"King George whiting, flathead, barracoutta, Australian Salmon",Tick: Fishing is allowed,-38.7996549,146.0383983,Wilsons Promontory National Park
Shallow Inlet,"whiting, flathead, trevally, barracoutta, tailor, Australian salmon",Tick: Fishing is allowed,-38.8166633,146.1491571,Wilsons Promontory National Park
Anderson Inlet,"King George whiting, pinkie snapper, silver trevally, Australian salmon",Tick: Fishing is allowed,-38.6523478,145.7856324,Wilsons Promontory National Park
Tarwin River,"estuary, perch, bream",Tick: Fishing is allowed,-38.649845,145.919348,Wilsons Promontory National Park
Anderson Inlet entrance,"snapper, King George, whiting",Tick: Fishing is allowed,-38.64567,145.735138,Wilsons Promontory National Park
Back beaches of Anderson Inlet / Venus Bay,"Australian salmon, mullet, trevally",Tick: Fishing is allowed,-38.3468174,144.7259567,Mornington Peninsula
Corinella Channel,"Snapper, whiting",Tick: Fishing is allowed,-38.408389,145.419708,Philip Island
Somers to Balnarring Beach,Whiting,Tick: Fishing is allowed,-38.391567,145.115827,Philip Island
Ocean side of Phillip Island - rocks and The Blowhole,reel fish,Tick: Fishing is allowed,-38.5142174,145.1145314,Philip Island
Kitty Miller Bay Beach,"silver trevally, Austalian salmon",Tick: Fishing is allowed,-38.4984,145.173464,Philip island
Cat Bay,"whiting, squid, snapper",Tick: Fishing is allowed,-37.9768744,146.035145,Melbourne
Out from Cowes Piew (meeting of North and East Arms),"snapper, whiting",Tick: Fishing is allowed,-38.4479397,145.2364285,Philip Island
Gardiners and Blakes channels (near French Island),"whiting, snapper",Tick: Fishing is allowed,-38.3508961,145.3144605,Philip Island
Channels off Rhyll,"whiting, flathead",Tick: Fishing is allowed,-38.479654,145.247463,Philip Island
East Arm - Tortoise Head to Corinlella,elephant fish,Tick: Fishing is allowed,-38.425241,145.4253897,Philip Island
Bass River,"bream, estuary perch, mullet",Tick: Fishing is allowed,-38.461124,145.467946,Philip Island
Tankerton Jetty,various,Tick: Fishing is allowed,-38.3839479,145.2727143,Philip Island
Stony Point,various,Tick: Fishing is allowed,-38.372541,145.221098,Philip Island
Flinders Pier,various,Tick: Fishing is allowed,-38.4757383,145.0255323,Philip Island
Cowes Pier,various,Tick: Fishing is allowed,-38.4479397,145.2364285,Philip Island
"Red Point, Cape Woolamai","barracoutta, Australian salmon, flathead",Tick: Fishing is allowed,-38.5434795,145.3079884,Philip Island
"South end of Phillip Island, The Nobies",various,Tick: Fishing is allowed,-38.5174528,145.1158245,Philip Island
Northern Bay sand flats,"whiting, snappern salmon",Tick: Fishing is allowed,-38.0847066,144.3792277,Geelong
Bouchier Channel,"whiting, flathead, mullet, snapper, gummy shark",Tick: Fishing is allowed,-38.38028,145.009718,Melbourne
Tooradin Channel,whiting,Tick: Fishing is allowed,-38.198668,145.350059,Melbourne
Foreshores of river inlets at Tooradin and Warneet,"whiting, mullet",Tick: Fishing is allowed,-38.211111,145.38,Melbourne
Gentle Anne Channel,whiting,Tick: Fishing is allowed,-37.9744813,145.7299598,Melbourne
"North Arm, Shipping Channel","whiting, snapper, snook, gummy shark, flathead",Tick: Fishing is allowed,-37.8808515,147.9754759,Gippsland Lakes Coastal park
Portsea Pier - outside anchor restriction zone,"whiting, flathead, snapper.",Tick: Fishing is allowed,-38.3238185,144.6597993,Melbourne
Portsea Pier - outside anchor restriction zone,yellowtail kingfish,Tick: Fishing is allowed,-38.319113,144.713642,Melbourne
